instance,node_type,node_index,prediction,ground_truth
61,technology,0,43829.640625,36268.1640625
61,technology,1,0.0,0.0
61,technology,2,0.0,0.0
61,Flow,0,2509.81689453125,5000.0
62,technology,0,17192.646484375,0.0
62,technology,1,13504.9931640625,35517.953125
62,technology,2,23783.181640625,18962.875
62,Flow,0,2509.81689453125,-5000.0
63,technology,0,55088.4609375,45912.99609375
63,technology,1,0.0,0.0
63,technology,2,0.0,0.0
63,Flow,0,2509.81689453125,5000.0
64,technology,0,47944.05078125,39718.640625
64,technology,1,0.0,0.0
64,technology,2,0.0,0.0
64,Flow,0,2509.81689453125,5000.0
65,technology,0,40386.109375,26979.587890625
65,technology,1,9142.58984375,16072.9501953125
65,technology,2,14143.6708984375,20619.83203125
65,Flow,0,2509.81689453125,-5000.0
66,technology,0,39664.24609375,33512.96484375
66,technology,1,1406.3768310546875,2517.449951171875
66,technology,2,1666.90380859375,2983.80029296875
66,Flow,0,2509.81689453125,5000.0
67,technology,0,19632.748046875,0.0
67,technology,1,12851.4306640625,24358.150390625
67,technology,2,11482.267578125,19608.294921875
67,Flow,0,2509.81689453125,-5000.0
68,technology,0,18560.998046875,0.0
68,technology,1,25362.85546875,48898.36328125
68,technology,2,26261.095703125,21286.587890625
68,Flow,0,2509.81689453125,-5000.0
69,technology,0,60675.91015625,50650.59765625
69,technology,1,0.0,0.0
69,technology,2,0.0,0.0
69,Flow,0,2509.81689453125,5000.0
70,technology,0,23787.875,0.0
70,technology,1,19334.41796875,42057.78125
70,technology,2,18910.875,19975.384765625
70,Flow,0,2509.81689453125,-5000.0
71,technology,0,20545.185546875,5878.38427734375
71,technology,1,9133.912109375,31564.94921875
71,technology,2,27485.494140625,19721.25
71,Flow,0,2509.81689453125,-5000.0
72,technology,0,41496.328125,23341.517578125
72,technology,1,16524.24609375,28272.900390625
72,technology,2,9010.138671875,15416.30078125
72,Flow,0,2509.81689453125,841.3281860351562
73,technology,0,60692.92578125,44978.0
73,technology,1,19202.38671875,22463.400390625
73,technology,2,425.1069641113281,497.29998779296875
73,Flow,0,2509.81689453125,5000.0
74,technology,0,71000.0,67280.8203125
74,technology,1,0.0,0.0
74,technology,2,0.0,0.0
74,Flow,0,2509.81689453125,5000.0
75,technology,0,46220.234375,39367.453125
75,technology,1,0.0,0.0
75,technology,2,0.0,0.0
75,Flow,0,2509.81689453125,5000.0
76,technology,0,55060.79296875,48651.671875
76,technology,1,5556.525390625,7165.0498046875
76,technology,2,16583.302734375,21383.900390625
76,Flow,0,2509.81689453125,-3555.29150390625
77,technology,0,43094.15234375,36766.9375
77,technology,1,5759.35205078125,9488.849609375
77,technology,2,15393.8994140625,17991.619140625
77,Flow,0,2509.81689453125,-5000.0
78,technology,0,23775.646484375,0.0
78,technology,1,20491.728515625,44960.69921875
78,technology,2,20233.392578125,19540.068359375
78,Flow,0,2509.81689453125,-5000.0
79,technology,0,11617.328125,0.0
79,technology,1,14322.005859375,31408.568359375
79,technology,2,23353.30078125,17884.080078125
79,Flow,0,2509.81689453125,-5000.0
80,technology,0,19070.556640625,0.0
80,technology,1,22158.080078125,47727.41015625
80,technology,2,27583.126953125,21084.34375
80,Flow,0,2509.81689453125,-5000.0
81,technology,0,14267.46484375,0.0
81,technology,1,21480.53125,47174.28515625
81,technology,2,32278.208984375,20851.93359375
81,Flow,0,2509.81689453125,-5000.0
82,technology,0,28041.58203125,7275.54638671875
82,technology,1,14455.1787109375,36599.8515625
82,technology,2,20721.208984375,19342.580078125
82,Flow,0,2509.81689453125,-5000.0
83,technology,0,41172.84375,21588.58984375
83,technology,1,16507.728515625,28466.55078125
83,technology,2,10526.0107421875,18151.44921875
83,Flow,0,2509.81689453125,-2849.08544921875
84,technology,0,45079.3828125,37465.375
84,technology,1,0.0,0.0
84,technology,2,0.0,0.0
84,Flow,0,2509.81689453125,5000.0
85,technology,0,58257.61328125,48694.87109375
85,technology,1,0.0,0.0
85,technology,2,0.0,0.0
85,Flow,0,2509.81689453125,5000.0
86,technology,0,64958.0078125,53672.078125
86,technology,1,0.0,0.0
86,technology,2,0.0,0.0
86,Flow,0,2509.81689453125,5000.0
87,technology,0,71000.0,65686.4453125
87,technology,1,387.3000183105469,387.29998779296875
87,technology,2,0.0,0.0
87,Flow,0,2509.81689453125,5000.0
88,technology,0,45929.17578125,37873.3515625
88,technology,1,0.0,0.0
88,technology,2,0.0,0.0
88,Flow,0,2509.81689453125,5000.0
89,technology,0,14766.890625,0.0
89,technology,1,20782.505859375,47454.05078125
89,technology,2,32839.22265625,20934.568359375
89,Flow,0,2509.81689453125,-5000.0
90,technology,0,42224.796875,35214.83203125
90,technology,1,0.0,0.0
90,technology,2,0.0,0.0
90,Flow,0,2509.81689453125,5000.0
91,technology,0,43358.69140625,39366.74609375
91,technology,1,12890.2646484375,21107.849609375
91,technology,2,27484.3125,23258.67578125
91,Flow,0,2509.81689453125,-5000.0
92,technology,0,33952.99609375,35685.6328125
92,technology,1,10186.6162109375,21301.5
92,technology,2,35672.16796875,22824.654296875
92,Flow,0,2509.81689453125,-5000.0
93,technology,0,60757.67578125,51757.46875
93,technology,1,0.0,0.0
93,technology,2,0.0,0.0
93,Flow,0,2509.81689453125,5000.0
94,technology,0,71000.0,70982.6171875
94,technology,1,0.0,0.0
94,technology,2,0.0,0.0
94,Flow,0,2509.81689453125,5000.0
95,technology,0,14603.546875,0.0
95,technology,1,24495.857421875,50135.2421875
95,technology,2,32475.974609375,21440.146484375
95,Flow,0,2509.81689453125,-5000.0
96,technology,0,20787.818359375,0.0
96,technology,1,19504.126953125,31385.76171875
96,technology,2,9609.76953125,18515.958984375
96,Flow,0,2509.81689453125,-5000.0
97,technology,0,34683.15234375,27835.603515625
97,technology,1,0.0,0.0
97,technology,2,0.0,0.0
97,Flow,0,2509.81689453125,5000.0
98,technology,0,29854.26171875,23513.46484375
98,technology,1,13842.49609375,32920.5
98,technology,2,35548.015625,22810.8125
98,Flow,0,2509.81689453125,-5000.0
99,technology,0,42169.7109375,34534.9921875
99,technology,1,115.01641082763672,193.64999389648438
99,technology,2,0.0,0.0
99,Flow,0,2509.81689453125,5000.0
100,technology,0,69382.8515625,58502.02734375
100,technology,1,189.23928833007812,193.64999389648438
100,technology,2,971.9462890625,994.5999755859375
100,Flow,0,2509.81689453125,5000.0
101,technology,0,16349.5859375,0.0
101,technology,1,20735.70703125,51269.40625
101,technology,2,35500.01953125,21315.900390625
101,Flow,0,2509.81689453125,-5000.0
102,technology,0,67917.6796875,57412.8046875
102,technology,1,0.0,0.0
102,technology,2,0.0,0.0
102,Flow,0,2509.81689453125,5000.0
103,technology,0,44457.3671875,35896.31640625
103,technology,1,0.0,0.0
103,technology,2,0.0,0.0
103,Flow,0,2509.81689453125,5000.0
104,technology,0,58288.140625,52937.10546875
104,technology,1,13513.203125,16460.25
104,technology,2,11023.109375,13427.1005859375
104,Flow,0,2509.81689453125,4959.11279296875
105,technology,0,39575.05078125,30264.677734375
105,technology,1,5612.857421875,10069.7998046875
105,technology,2,3464.907470703125,6216.25
105,Flow,0,2509.81689453125,5000.0
106,technology,0,66083.359375,54881.46484375
106,technology,1,0.0,0.0
106,technology,2,0.0,0.0
106,Flow,0,2509.81689453125,5000.0
107,technology,0,45641.14453125,27737.49609375
107,technology,1,23154.138671875,36018.8984375
107,technology,2,7512.50048828125,11686.55078125
107,Flow,0,2509.81689453125,5000.0
108,technology,0,23669.94921875,0.0
108,technology,1,26404.611328125,49894.57421875
108,technology,2,21469.759765625,21649.751953125
108,Flow,0,2509.81689453125,-5000.0
109,technology,0,71000.0,68197.5859375
109,technology,1,0.0,0.0
109,technology,2,0.0,0.0
109,Flow,0,2509.81689453125,5000.0
110,technology,0,15845.724609375,0.0
110,technology,1,15774.8095703125,39567.234375
110,technology,2,27302.80859375,19356.115234375
110,Flow,0,2509.81689453125,-5000.0
111,technology,0,16502.724609375,0.0
111,technology,1,14763.4765625,38107.984375
111,technology,2,25834.09375,18992.298828125
111,Flow,0,2509.81689453125,-5000.0
112,technology,0,13668.955078125,0.0
112,technology,1,21064.099609375,47234.078125
112,technology,2,33461.28515625,20960.279296875
112,Flow,0,2509.81689453125,-5000.0
113,technology,0,57742.59375,48255.65625
113,technology,1,0.0,0.0
113,technology,2,0.0,0.0
113,Flow,0,2509.81689453125,5000.0
114,technology,0,65570.984375,55077.71875
114,technology,1,0.0,0.0
114,technology,2,0.0,0.0
114,Flow,0,2509.81689453125,5000.0
115,technology,0,34757.66015625,28231.53515625
115,technology,1,0.0,0.0
115,technology,2,0.0,0.0
115,Flow,0,2509.81689453125,5000.0
116,technology,0,21282.271484375,0.0
116,technology,1,21477.259765625,54259.98046875
116,technology,2,33316.21484375,21815.755859375
116,Flow,0,2509.81689453125,-5000.0
117,technology,0,34419.13671875,26565.833984375
117,technology,1,2440.801513671875,5034.89990234375
117,technology,2,964.3175659179688,1989.199951171875
117,Flow,0,2509.81689453125,5000.0
118,technology,0,48036.9296875,40031.99609375
118,technology,1,0.0,0.0
118,technology,2,0.0,0.0
118,Flow,0,2509.81689453125,5000.0
119,technology,0,53428.5390625,44946.48046875
119,technology,1,0.0,0.0
119,technology,2,0.0,0.0
119,Flow,0,2509.81689453125,5000.0
120,technology,0,51884.609375,44298.1484375
120,technology,1,0.0,0.0
120,technology,2,0.0,0.0
120,Flow,0,2509.81689453125,5000.0
121,technology,0,53107.76171875,45496.59375
121,technology,1,0.0,0.0
121,technology,2,0.0,0.0
121,Flow,0,2509.81689453125,5000.0
122,technology,0,29508.3671875,0.0
122,technology,1,19798.826171875,44415.9765625
122,technology,2,16224.634765625,21115.853515625
122,Flow,0,2509.81689453125,-5000.0
123,technology,0,71000.0,63948.71875
123,technology,1,0.0,0.0
123,technology,2,0.0,0.0
123,Flow,0,2509.81689453125,5000.0
124,technology,0,39584.6328125,32757.80859375
124,technology,1,0.0,0.0
124,technology,2,0.0,0.0
124,Flow,0,2509.81689453125,5000.0
125,technology,0,54954.39453125,45750.69140625
125,technology,1,0.0,0.0
125,technology,2,0.0,0.0
125,Flow,0,2509.81689453125,5000.0
126,technology,0,14204.099609375,0.0
126,technology,1,18944.435546875,34709.140625
126,technology,2,22733.171875,21172.564453125
126,Flow,0,2509.81689453125,-5000.0
127,technology,0,47689.05078125,40014.859375
127,technology,1,260.14044189453125,387.29998779296875
127,technology,2,835.0621948242188,1243.25
127,Flow,0,2509.81689453125,5000.0
128,technology,0,18705.517578125,0.0
128,technology,1,22193.109375,51749.49609375
128,technology,2,32164.8359375,21313.962890625
128,Flow,0,2509.81689453125,-5000.0
129,technology,0,30204.71875,0.0
129,technology,1,15652.6376953125,36595.9921875
129,technology,2,8462.42578125,17723.78515625
129,Flow,0,2509.81689453125,-5000.0
130,technology,0,19338.064453125,0.0
130,technology,1,12289.326171875,32001.59765625
130,technology,2,18488.67578125,18114.47265625
130,Flow,0,2509.81689453125,-5000.0
131,technology,0,8934.513671875,0.0
131,technology,1,15571.5166015625,31713.63671875
131,technology,2,24812.7109375,17605.107421875
131,Flow,0,2509.81689453125,-5000.0
132,technology,0,53361.28125,45903.2421875
132,technology,1,145.54103088378906,193.64999389648438
132,technology,2,0.0,0.0
132,Flow,0,2509.81689453125,5000.0
133,technology,0,48315.578125,35922.74609375
133,technology,1,13705.021484375,20139.599609375
133,technology,2,12690.4951171875,18648.75
133,Flow,0,2509.81689453125,-2918.431396484375
134,technology,0,17329.625,0.0
134,technology,1,17110.271484375,45393.05859375
134,technology,2,31316.1953125,20363.03515625
134,Flow,0,2509.81689453125,-5000.0
135,technology,0,30520.41015625,14423.140625
135,technology,1,9323.2548828125,21688.80078125
135,technology,2,14002.0546875,17733.779296875
135,Flow,0,2509.81689453125,-5000.0
136,technology,0,21700.724609375,0.0
136,technology,1,6333.11279296875,17339.765625
136,technology,2,5775.87744140625,16469.94921875
136,Flow,0,2509.81689453125,-5000.0
137,technology,0,30334.642578125,10664.2861328125
137,technology,1,9680.189453125,22657.05078125
137,technology,2,4993.06005859375,11686.55078125
137,Flow,0,2509.81689453125,211.43519592285156
138,technology,0,54708.08203125,47181.92578125
138,technology,1,0.0,0.0
138,technology,2,0.0,0.0
138,Flow,0,2509.81689453125,5000.0
139,technology,0,63680.6171875,57580.69921875
139,technology,1,10421.197265625,11619.0
139,technology,2,8697.6513671875,9697.349609375
139,Flow,0,2509.81689453125,5000.0
140,technology,0,39564.24609375,32729.298828125
140,technology,1,0.0,0.0
140,technology,2,0.0,0.0
140,Flow,0,2509.81689453125,5000.0
141,technology,0,31136.1484375,13519.1591796875
141,technology,1,6454.12841796875,14717.400390625
141,technology,2,7305.83447265625,16659.55078125
141,Flow,0,2509.81689453125,-4886.896484375
142,technology,0,24815.025390625,5368.54052734375
142,technology,1,10693.7734375,30596.69921875
142,technology,2,18076.2421875,17619.80859375
142,Flow,0,2509.81689453125,-5000.0
143,technology,0,12866.208984375,0.0
143,technology,1,26108.546875,50794.46484375
143,technology,2,33343.59765625,21523.90234375
143,Flow,0,2509.81689453125,-5000.0
144,technology,0,50696.68359375,41589.8671875
144,technology,1,0.0,0.0
144,technology,2,0.0,0.0
144,Flow,0,2509.81689453125,5000.0
145,technology,0,48988.56640625,40265.91015625
145,technology,1,0.0,0.0
145,technology,2,0.0,0.0
145,Flow,0,2509.81689453125,5000.0
146,technology,0,55099.5078125,45966.421875
146,technology,1,0.0,0.0
146,technology,2,0.0,0.0
146,Flow,0,2509.81689453125,5000.0
147,technology,0,34200.33984375,29224.208984375
147,technology,1,1399.2032470703125,2904.75
147,technology,2,2874.5625,5967.6005859375
147,Flow,0,2509.81689453125,5000.0
148,technology,0,14127.5009765625,0.0
148,technology,1,9132.146484375,20062.978515625
148,technology,2,16228.162109375,19424.833984375
148,Flow,0,2509.81689453125,-5000.0
149,technology,0,13018.341796875,0.0
149,technology,1,14167.3203125,29182.16796875
149,technology,2,19194.107421875,17197.619140625
149,Flow,0,2509.81689453125,-5000.0
150,technology,0,41858.80078125,35226.30859375
150,technology,1,0.0,0.0
150,technology,2,0.0,0.0
150,Flow,0,2509.81689453125,5000.0
151,technology,0,59566.70703125,50772.10546875
151,technology,1,487.3983154296875,580.9500122070312
151,technology,2,1460.265380859375,1740.550048828125
151,Flow,0,2509.81689453125,5000.0
152,technology,0,38499.19140625,22768.595703125
152,technology,1,11760.58203125,21688.80078125
152,technology,2,15505.2802734375,21307.662109375
152,Flow,0,2509.81689453125,-5000.0
153,technology,0,27598.4140625,0.0
153,technology,1,14377.2783203125,34955.3046875
153,technology,2,10535.150390625,17555.54296875
153,Flow,0,2509.81689453125,-5000.0
154,technology,0,17859.4296875,0.0
154,technology,1,32100.525390625,51908.9765625
154,technology,2,23642.287109375,21693.259765625
154,Flow,0,2509.81689453125,-5000.0
155,technology,0,33052.21875,22767.3515625
155,technology,1,3966.545166015625,8520.599609375
155,technology,2,1736.288818359375,3729.75
155,Flow,0,2509.81689453125,5000.0
156,technology,0,13520.486328125,0.0
156,technology,1,10952.365234375,26535.59375
156,technology,2,22870.1796875,20807.431640625
156,Flow,0,2509.81689453125,-5000.0
157,technology,0,27316.763671875,0.0
157,technology,1,25406.376953125,46628.54296875
157,technology,2,15019.623046875,21114.224609375
157,Flow,0,2509.81689453125,-5000.0
158,technology,0,35764.11328125,4516.50927734375
158,technology,1,21069.798828125,41828.3984375
158,technology,2,10646.2470703125,21135.25
158,Flow,0,2509.81689453125,-4513.455078125
159,technology,0,53183.91015625,44749.89453125
159,technology,1,0.0,0.0
159,technology,2,0.0,0.0
159,Flow,0,2509.81689453125,5000.0
160,technology,0,39753.9296875,31165.134765625
160,technology,1,4662.38037109375,8326.9501953125
160,technology,2,6265.0234375,11189.25
160,Flow,0,2509.81689453125,3050.184814453125
161,technology,0,49194.25390625,40605.10546875
161,technology,1,0.0,0.0
161,technology,2,0.0,0.0
161,Flow,0,2509.81689453125,5000.0
162,technology,0,57281.1953125,49036.30078125
162,technology,1,0.0,0.0
162,technology,2,0.0,0.0
162,Flow,0,2509.81689453125,5000.0
163,technology,0,56685.65625,48579.1796875
163,technology,1,0.0,0.0
163,technology,2,0.0,0.0
163,Flow,0,2509.81689453125,5000.0
164,technology,0,71000.0,62654.48046875
164,technology,1,193.65000915527344,193.64999389648438
164,technology,2,0.0,0.0
164,Flow,0,2509.81689453125,5000.0
165,technology,0,14976.46484375,0.0
165,technology,1,12907.8994140625,31651.240234375
165,technology,2,21976.244140625,18209.375
165,Flow,0,2509.81689453125,-5000.0
166,technology,0,71000.0,61174.48046875
166,technology,1,0.0,0.0
166,technology,2,0.0,0.0
166,Flow,0,2509.81689453125,5000.0
167,technology,0,37023.93359375,28682.890625
167,technology,1,2322.573974609375,4453.9501953125
167,technology,2,518.6480102539062,994.5999755859375
167,Flow,0,2509.81689453125,5000.0
168,technology,0,18115.203125,0.0
168,technology,1,20208.109375,46882.88671875
168,technology,2,28738.9921875,20179.42578125
168,Flow,0,2509.81689453125,-5000.0
169,technology,0,40418.81640625,19449.689453125
169,technology,1,18630.7109375,32726.849609375
169,technology,2,15287.5341796875,22160.517578125
169,Flow,0,2509.81689453125,-5000.0
170,technology,0,18733.279296875,0.0
170,technology,1,21715.10546875,36036.79296875
170,technology,2,15089.3935546875,19500.984375
170,Flow,0,2509.81689453125,-5000.0
171,technology,0,29333.375,5797.8896484375
171,technology,1,17601.265625,42603.0
171,technology,2,21881.232421875,20414.978515625
171,Flow,0,2509.81689453125,-5000.0
172,technology,0,19962.8125,0.0
172,technology,1,26461.666015625,46890.20703125
172,technology,2,21393.078125,20927.34375
172,Flow,0,2509.81689453125,-5000.0
173,technology,0,21448.16796875,0.0
173,technology,1,20182.197265625,45411.984375
173,technology,2,24412.017578125,20630.40234375
173,Flow,0,2509.81689453125,-5000.0
174,technology,0,71000.0,67463.7890625
174,technology,1,0.0,0.0
174,technology,2,0.0,0.0
174,Flow,0,2509.81689453125,5000.0
175,technology,0,36849.078125,30360.53125
175,technology,1,0.0,0.0
175,technology,2,0.0,0.0
175,Flow,0,2509.81689453125,5000.0
176,technology,0,51173.92578125,46238.73046875
176,technology,1,4326.8271484375,6003.14990234375
176,technology,2,6989.45751953125,9697.349609375
176,Flow,0,2509.81689453125,5000.0
