instance,node_type,node_index,prediction,ground_truth
11,Flow,0,-4999.17822265625,87.46888732910156
12,technology,0,46661.42578125,39676.0546875
12,technology,1,0.0,0.0
12,technology,2,0.0,0.0
12,Flow,0,-4998.7314453125,5000.0
13,technology,0,54901.1953125,47139.74609375
13,technology,1,0.0,0.0
13,technology,2,0.0,0.0
13,Flow,0,-4998.935546875,5000.0
14,technology,0,60307.8828125,50534.9296875
14,technology,1,0.0,0.0
14,technology,2,0.0,0.0
14,Flow,0,-4999.048828125,5000.0
15,technology,0,21195.748046875,0.0
15,technology,1,16360.2578125,45849.7734375
15,technology,2,29246.578125,20952.810546875
15,Flow,0,-4999.17578125,-5000.0
16,technology,0,63122.55859375,52807.46484375
16,technology,1,0.0,0.0
16,technology,2,0.0,0.0
16,Flow,0,-4999.10400390625,5000.0
17,technology,0,22499.146484375,383.6516418457031
17,technology,1,14298.052734375,45120.44921875
17,technology,2,29547.955078125,20841.0546875
17,Flow,0,-4999.16650390625,-5000.0
18,technology,0,44347.92578125,36575.78125
18,technology,1,5322.0498046875,8520.599609375
18,technology,2,7610.259765625,12183.849609375
18,Flow,0,-4998.98388671875,2749.0576171875
19,technology,0,45393.3515625,38694.6875
19,technology,1,0.0,0.0
19,technology,2,0.0,0.0
19,Flow,0,-4998.697265625,5000.0
20,technology,0,27330.513671875,0.0
20,technology,1,16175.595703125,36817.5625
20,technology,2,12825.7490234375,19514.296875
20,Flow,0,-4998.96630859375,-5000.0
21,technology,0,42384.51171875,35266.96875
21,technology,1,0.0,0.0
21,technology,2,0.0,0.0
21,Flow,0,-4998.60888671875,5000.0
22,technology,0,20444.130859375,0.0
22,technology,1,17006.8828125,59063.25
22,technology,2,38233.14453125,16620.90625
22,Flow,0,-4999.3203125,43.67237091064453
23,technology,0,71000.0,70153.359375
23,technology,1,0.0,0.0
23,technology,2,0.0,0.0
23,Flow,0,-4999.4228515625,5000.0
24,technology,0,14081.4462890625,0.0
24,technology,1,13557.2900390625,31943.56640625
24,technology,2,22635.49609375,18330.68359375
24,Flow,0,-4998.82763671875,-5000.0
25,technology,0,71000.0,60722.296875
25,technology,1,0.0,0.0
25,technology,2,0.0,0.0
25,Flow,0,-4999.26220703125,5000.0
26,technology,0,25434.57421875,0.0
26,technology,1,23100.65234375,48716.6328125
26,technology,2,21467.013671875,21285.59765625
26,Flow,0,-4999.22998046875,-5000.0
27,technology,0,70736.5,59348.3671875
27,technology,1,0.0,0.0
27,technology,2,0.0,0.0
27,Flow,0,-4999.23876953125,5000.0
28,technology,0,41457.5625,33961.5390625
28,technology,1,1017.6402587890625,1742.8499755859375
28,technology,2,290.37811279296875,497.29998779296875
28,Flow,0,-4998.62109375,5000.0
29,technology,0,68754.9609375,59278.8984375
29,technology,1,0.0,0.0
29,technology,2,0.0,0.0
29,Flow,0,-4999.208984375,5000.0
30,technology,0,70279.125,59242.7890625
30,technology,1,0.0,0.0
30,technology,2,0.0,0.0
30,Flow,0,-4999.23193359375,5000.0
31,technology,0,25333.34765625,10999.830078125
31,technology,1,11746.1650390625,32920.5
31,technology,2,27503.2734375,20662.455078125
31,Flow,0,-4999.13427734375,-5000.0
32,technology,0,48160.1796875,40406.08984375
32,technology,1,6567.69091796875,9682.5
32,technology,2,9782.4169921875,14421.7001953125
32,Flow,0,-4999.13134765625,891.3284301757812
33,technology,0,51298.703125,46344.2890625
33,technology,1,3917.589599609375,5422.2001953125
33,technology,2,8982.6923828125,12432.5
33,Flow,0,-4999.1259765625,2681.7998046875
34,technology,0,39929.6796875,33514.51953125
34,technology,1,0.0,0.0
34,technology,2,0.0,0.0
34,Flow,0,-4998.53759765625,5000.0
35,technology,0,63552.71484375,53754.56640625
35,technology,1,0.0,0.0
35,technology,2,0.0,0.0
35,Flow,0,-4999.11376953125,5000.0
36,technology,0,14972.2119140625,0.0
36,technology,1,17191.75390625,35171.9453125
36,technology,2,21865.134765625,18857.158203125
36,Flow,0,-4998.9189453125,-5000.0
37,technology,0,60616.59375,51835.2421875
37,technology,1,495.98333740234375,580.9500122070312
37,technology,2,1698.289306640625,1989.199951171875
37,Flow,0,-4999.09765625,5000.0
38,technology,0,44255.15234375,36178.5625
38,technology,1,0.0,0.0
38,technology,2,0.0,0.0
38,Flow,0,-4998.65966796875,5000.0
39,technology,0,28067.349609375,1382.685546875
39,technology,1,13473.0625,34082.3984375
39,technology,2,12876.6484375,18951.96875
39,Flow,0,-4998.923828125,-5000.0
40,technology,0,41587.39453125,33846.796875
40,technology,1,0.0,0.0
40,technology,2,0.0,0.0
40,Flow,0,-4998.5830078125,5000.0
41,technology,0,26223.373046875,7355.0283203125
41,technology,1,7652.826171875,20720.55078125
41,technology,2,12489.861328125,18290.482421875
41,Flow,0,-4998.720703125,-5000.0
42,technology,0,43191.99609375,36085.75390625
42,technology,1,0.0,0.0
42,technology,2,0.0,0.0
42,Flow,0,-4998.6328125,5000.0
43,technology,0,66997.90625,54932.546875
43,technology,1,0.0,0.0
43,technology,2,0.0,0.0
43,Flow,0,-4999.17431640625,5000.0
44,technology,0,69422.609375,58978.99609375
44,technology,1,0.0,0.0
44,technology,2,0.0,0.0
44,Flow,0,-4999.2177734375,5000.0
45,technology,0,48803.41015625,42252.81640625
45,technology,1,5856.75634765625,8520.599609375
45,technology,2,8545.751953125,12432.5
45,Flow,0,-4999.10546875,3125.331298828125
46,technology,0,17543.208984375,0.0
46,technology,1,4880.34619140625,15774.9638671875
46,technology,2,9031.4306640625,15680.0146484375
46,Flow,0,-4998.2529296875,-5000.0
47,technology,0,37216.546875,30515.23828125
47,technology,1,0.0,0.0
47,technology,2,0.0,0.0
47,Flow,0,-4998.44921875,5000.0
48,technology,0,38829.125,30617.615234375
48,technology,1,7625.0869140625,13942.7998046875
48,technology,2,18901.771484375,20795.5625
48,Flow,0,-4999.146484375,-5000.0
49,technology,0,62876.30078125,53063.32421875
49,technology,1,0.0,0.0
49,technology,2,0.0,0.0
49,Flow,0,-4999.10107421875,5000.0
50,technology,0,15774.0224609375,0.0
50,technology,1,13766.9150390625,19270.384765625
50,technology,2,6021.42236328125,16291.9833984375
50,Flow,0,-4998.40087890625,-5000.0
51,technology,0,46834.73046875,38421.984375
51,technology,1,0.0,0.0
51,technology,2,0.0,0.0
51,Flow,0,-4998.73095703125,5000.0
52,technology,0,39100.7890625,33089.71484375
52,technology,1,0.0,0.0
52,technology,2,0.0,0.0
52,Flow,0,-4998.51318359375,5000.0
53,technology,0,22640.251953125,0.0
53,technology,1,30257.47265625,47749.2109375
53,technology,2,15937.0322265625,21085.55078125
53,Flow,0,-4999.2109375,-5000.0
54,technology,0,64837.19921875,62740.41015625
54,technology,1,1414.720458984375,1549.199951171875
54,technology,2,9990.955078125,10940.599609375
54,Flow,0,-4999.32470703125,5000.0
55,technology,0,26298.53515625,2533.677001953125
55,technology,1,9467.87109375,25561.80078125
55,technology,2,4512.92138671875,12183.849609375
55,Flow,0,-4998.54931640625,-543.9889526367188
56,technology,0,54357.15234375,46191.35546875
56,technology,1,0.0,0.0
56,technology,2,0.0,0.0
56,Flow,0,-4998.921875,5000.0
57,technology,0,55741.81640625,47195.08984375
57,technology,1,0.0,0.0
57,technology,2,0.0,0.0
57,Flow,0,-4998.953125,5000.0
58,technology,0,18580.474609375,0.0
58,technology,1,19054.62109375,49902.953125
58,technology,2,33446.44921875,21178.58984375
58,Flow,0,-4999.24951171875,-5000.0
59,technology,0,40492.1015625,34079.58203125
59,technology,1,0.0,0.0
59,technology,2,0.0,0.0
59,Flow,0,-4998.5546875,5000.0
60,technology,0,44266.65234375,37290.52734375
60,technology,1,0.0,0.0
60,technology,2,0.0,0.0
60,Flow,0,-4998.66455078125,5000.0
61,technology,0,43829.640625,36268.1640625
61,technology,1,0.0,0.0
61,technology,2,0.0,0.0
61,Flow,0,-4998.6494140625,5000.0
62,technology,0,17192.71484375,0.0
62,technology,1,13504.8330078125,35517.953125
62,technology,2,23783.275390625,18962.875
62,Flow,0,-4998.92822265625,-5000.0
63,technology,0,55088.4609375,45912.99609375
63,technology,1,0.0,0.0
63,technology,2,0.0,0.0
63,Flow,0,-4998.9365234375,5000.0
64,technology,0,47944.05078125,39718.640625
64,technology,1,0.0,0.0
64,technology,2,0.0,0.0
64,Flow,0,-4998.76123046875,5000.0
65,technology,0,40386.16796875,26979.587890625
65,technology,1,9142.50390625,16072.9501953125
65,technology,2,14143.69140625,20619.83203125
65,Flow,0,-4999.115234375,-5000.0
66,technology,0,39664.27734375,33512.96484375
66,technology,1,1406.3419189453125,2517.449951171875
66,technology,2,1666.9051513671875,2983.80029296875
66,Flow,0,-4998.62158203125,5000.0
67,technology,0,19632.88671875,0.0
67,technology,1,12851.20703125,24358.150390625
67,technology,2,11482.3486328125,19608.294921875
67,Flow,0,-4998.65087890625,-5000.0
68,technology,0,18561.052734375,0.0
68,technology,1,25362.720703125,48898.36328125
68,technology,2,26261.173828125,21286.587890625
68,Flow,0,-4999.23486328125,-5000.0
69,technology,0,60675.91015625,50650.59765625
69,technology,1,0.0,0.0
69,technology,2,0.0,0.0
69,Flow,0,-4999.0556640625,5000.0
70,technology,0,23787.96484375,0.0
70,technology,1,19334.265625,42057.78125
70,technology,2,18910.9453125,19975.384765625
70,Flow,0,-4999.0869140625,-5000.0
71,technology,0,20545.232421875,5878.38427734375
71,technology,1,9133.8037109375,31564.94921875
71,technology,2,27485.556640625,19721.25
71,Flow,0,-4998.98583984375,-5000.0
72,technology,0,41496.43359375,23341.517578125
72,technology,1,16524.130859375,28272.900390625
72,technology,2,9010.1611328125,15416.30078125
72,Flow,0,-4999.1767578125,841.3281860351562
73,technology,0,60693.01171875,44978.0
73,technology,1,19202.306640625,22463.400390625
73,technology,2,425.1075439453125,497.29998779296875
73,Flow,0,-4999.3818359375,5000.0
74,technology,0,71000.0,67280.8203125
74,technology,1,0.0,0.0
74,technology,2,0.0,0.0
74,Flow,0,-4999.38427734375,5000.0
75,technology,0,46220.234375,39367.453125
75,technology,1,0.0,0.0
75,technology,2,0.0,0.0
75,Flow,0,-4998.71923828125,5000.0
76,technology,0,55060.81640625,48651.671875
76,technology,1,5556.4931640625,7165.0498046875
76,technology,2,16583.310546875,21383.900390625
76,Flow,0,-4999.33837890625,-3555.29150390625
77,technology,0,43094.1953125,36766.9375
77,technology,1,5759.2958984375,9488.849609375
77,technology,2,15393.9140625,17991.619140625
77,Flow,0,-4999.1328125,-5000.0
78,technology,0,23775.724609375,0.0
78,technology,1,20491.580078125,44960.69921875
78,technology,2,20233.4609375,19540.068359375
78,Flow,0,-4999.13671875,-5000.0
79,technology,0,11617.3955078125,0.0
79,technology,1,14321.806640625,31408.568359375
79,technology,2,23353.435546875,17884.080078125
79,Flow,0,-4998.8056640625,-5000.0
80,technology,0,19070.611328125,0.0
80,technology,1,22157.947265625,47727.41015625
80,technology,2,27583.208984375,21084.34375
80,Flow,0,-4999.21142578125,-5000.0
81,technology,0,14267.5068359375,0.0
81,technology,1,21480.400390625,47174.28515625
81,technology,2,32278.3046875,20851.93359375
81,Flow,0,-4999.2001953125,-5000.0
82,technology,0,28041.65625,7275.54638671875
82,technology,1,14455.056640625,36599.8515625
82,technology,2,20721.26171875,19342.580078125
82,Flow,0,-4999.11181640625,-5000.0
83,technology,0,41172.93359375,21588.58984375
83,technology,1,16507.6171875,28466.55078125
83,technology,2,10526.03515625,18151.44921875
83,Flow,0,-4999.19873046875,-2849.08544921875
84,technology,0,45079.3828125,37465.375
84,technology,1,0.0,0.0
84,technology,2,0.0,0.0
84,Flow,0,-4998.68505859375,5000.0
85,technology,0,58257.61328125,48694.87109375
85,technology,1,0.0,0.0
85,technology,2,0.0,0.0
85,Flow,0,-4999.005859375,5000.0
86,technology,0,64958.0078125,53672.078125
86,technology,1,0.0,0.0
86,technology,2,0.0,0.0
86,Flow,0,-4999.1376953125,5000.0
87,technology,0,71000.0,65686.4453125
87,technology,1,387.3000183105469,387.29998779296875
87,technology,2,0.0,0.0
87,Flow,0,-4999.34375,5000.0
88,technology,0,45929.17578125,37873.3515625
88,technology,1,0.0,0.0
88,technology,2,0.0,0.0
88,Flow,0,-4998.70703125,5000.0
89,technology,0,14766.93359375,0.0
89,technology,1,20782.376953125,47454.05078125
89,technology,2,32839.3203125,20934.568359375
89,Flow,0,-4999.2060546875,-5000.0
90,technology,0,42224.796875,35214.83203125
90,technology,1,0.0,0.0
90,technology,2,0.0,0.0
90,Flow,0,-4998.60498046875,5000.0
91,technology,0,43358.7265625,39366.74609375
91,technology,1,12890.2138671875,21107.849609375
91,technology,2,27484.333984375,23258.67578125
91,Flow,0,-4999.4267578125,-5000.0
92,technology,0,33953.0234375,35685.6328125
92,technology,1,10186.5673828125,21301.5
92,technology,2,35672.1953125,22824.654296875
92,Flow,0,-4999.37646484375,-5000.0
93,technology,0,60757.67578125,51757.46875
93,technology,1,0.0,0.0
93,technology,2,0.0,0.0
93,Flow,0,-4999.06103515625,5000.0
94,technology,0,71000.0,70982.6171875
94,technology,1,0.0,0.0
94,technology,2,0.0,0.0
94,Flow,0,-4999.44287109375,5000.0
95,technology,0,14603.58984375,0.0
95,technology,1,24495.734375,50135.2421875
95,technology,2,32476.068359375,21440.146484375
95,Flow,0,-4999.259765625,-5000.0
96,technology,0,20787.9765625,0.0
96,technology,1,19503.904296875,31385.76171875
96,technology,2,9609.8427734375,18515.958984375
96,Flow,0,-4998.8154296875,-5000.0
97,technology,0,34683.15234375,27835.603515625
97,technology,1,0.0,0.0
97,technology,2,0.0,0.0
97,Flow,0,-4998.36279296875,5000.0
98,technology,0,29854.29296875,23513.46484375
98,technology,1,13842.4296875,32920.5
98,technology,2,35548.05078125,22810.8125
98,Flow,0,-4999.36865234375,-5000.0
99,technology,0,42169.71484375,34534.9921875
99,technology,1,115.013427734375,193.64999389648438
99,technology,2,0.0,0.0
99,Flow,0,-4998.6044921875,5000.0
100,technology,0,69382.8515625,58502.02734375
100,technology,1,189.23773193359375,193.64999389648438
100,technology,2,971.9462890625,994.5999755859375
100,Flow,0,-4999.23583984375,5000.0
101,technology,0,16349.6240234375,0.0
101,technology,1,20735.599609375,51269.40625
101,technology,2,35500.1015625,21315.900390625
101,Flow,0,-4999.2744140625,-5000.0
102,technology,0,67917.6796875,57412.8046875
102,technology,1,0.0,0.0
102,technology,2,0.0,0.0
102,Flow,0,-4999.1923828125,5000.0
103,technology,0,44457.3671875,35896.31640625
103,technology,1,0.0,0.0
103,technology,2,0.0,0.0
103,Flow,0,-4998.66455078125,5000.0
104,technology,0,58288.19921875,52937.10546875
104,technology,1,13513.1494140625,16460.25
104,technology,2,11023.1201171875,13427.1005859375
104,Flow,0,-4999.4140625,4959.11279296875
105,technology,0,39575.1484375,30264.677734375
105,technology,1,5612.75830078125,10069.7998046875
105,technology,2,3464.915771484375,6216.25
105,Flow,0,-4998.7802734375,5000.0
106,technology,0,66083.359375,54881.46484375
106,technology,1,0.0,0.0
106,technology,2,0.0,0.0
106,Flow,0,-4999.158203125,5000.0
107,technology,0,45641.234375,27737.49609375
107,technology,1,23154.037109375,36018.8984375
107,technology,2,7512.5146484375,11686.55078125
107,Flow,0,-4999.32666015625,5000.0
108,technology,0,23670.017578125,0.0
108,technology,1,26404.48046875,49894.57421875
108,technology,2,21469.822265625,21649.751953125
108,Flow,0,-4999.25537109375,-5000.0
109,technology,0,71000.0,68197.5859375
109,technology,1,0.0,0.0
109,technology,2,0.0,0.0
109,Flow,0,-4999.38720703125,5000.0
110,technology,0,15845.779296875,0.0
110,technology,1,15774.6552734375,39567.234375
110,technology,2,27302.904296875,19356.115234375
110,Flow,0,-4999.02734375,-5000.0
111,technology,0,16502.787109375,0.0
111,technology,1,14763.322265625,38107.984375
111,technology,2,25834.193359375,18992.298828125
111,Flow,0,-4998.98828125,-5000.0
112,technology,0,13668.9970703125,0.0
112,technology,1,21063.9765625,47234.078125
112,technology,2,33461.38671875,20960.279296875
112,Flow,0,-4999.20361328125,-5000.0
113,technology,0,57742.59375,48255.65625
113,technology,1,0.0,0.0
113,technology,2,0.0,0.0
113,Flow,0,-4998.99560546875,5000.0
114,technology,0,65570.984375,55077.71875
114,technology,1,0.0,0.0
114,technology,2,0.0,0.0
114,Flow,0,-4999.14990234375,5000.0
115,technology,0,34757.66015625,28231.53515625
115,technology,1,0.0,0.0
115,technology,2,0.0,0.0
115,Flow,0,-4998.36669921875,5000.0
116,technology,0,21282.310546875,0.0
116,technology,1,21477.158203125,54259.98046875
116,technology,2,33316.2734375,21815.755859375
116,Flow,0,-4999.32568359375,-5000.0
117,technology,0,34419.20703125,26565.833984375
117,technology,1,2440.72998046875,5034.89990234375
117,technology,2,964.3196411132812,1989.199951171875
117,Flow,0,-4998.4716796875,5000.0
118,technology,0,48036.9296875,40031.99609375
118,technology,1,0.0,0.0
118,technology,2,0.0,0.0
118,Flow,0,-4998.76416015625,5000.0
119,technology,0,53428.5390625,44946.48046875
119,technology,1,0.0,0.0
119,technology,2,0.0,0.0
119,Flow,0,-4998.89892578125,5000.0
120,technology,0,51884.609375,44298.1484375
120,technology,1,0.0,0.0
120,technology,2,0.0,0.0
120,Flow,0,-4998.8642578125,5000.0
121,technology,0,53107.76171875,45496.59375
121,technology,1,0.0,0.0
121,technology,2,0.0,0.0
121,Flow,0,-4998.89404296875,5000.0
122,technology,0,29508.455078125,0.0
122,technology,1,19798.685546875,44415.9765625
122,technology,2,16224.68359375,21115.853515625
122,Flow,0,-4999.150390625,-5000.0
123,technology,0,71000.0,63948.71875
123,technology,1,0.0,0.0
123,technology,2,0.0,0.0
123,Flow,0,-4999.3115234375,5000.0
124,technology,0,39584.6328125,32757.80859375
124,technology,1,0.0,0.0
124,technology,2,0.0,0.0
124,Flow,0,-4998.52490234375,5000.0
125,technology,0,54954.39453125,45750.69140625
125,technology,1,0.0,0.0
125,technology,2,0.0,0.0
125,Flow,0,-4998.9326171875,5000.0
126,technology,0,14204.171875,0.0
126,technology,1,18944.248046875,34709.140625
126,technology,2,22733.28515625,21172.564453125
126,Flow,0,-4998.95556640625,-5000.0
127,technology,0,47689.0546875,40014.859375
127,technology,1,260.1352844238281,387.29998779296875
127,technology,2,835.062255859375,1243.25
127,Flow,0,-4998.78271484375,5000.0
128,technology,0,18705.560546875,0.0
128,technology,1,22192.99609375,51749.49609375
128,technology,2,32164.91015625,21313.962890625
128,Flow,0,-4999.28125,-5000.0
129,technology,0,30204.85546875,0.0
129,technology,1,15652.458984375,36595.9921875
129,technology,2,8462.46484375,17723.78515625
129,Flow,0,-4998.9248046875,-5000.0
130,technology,0,19338.158203125,0.0
130,technology,1,12289.1533203125,32001.59765625
130,technology,2,18488.765625,18114.47265625
130,Flow,0,-4998.82177734375,-5000.0
131,technology,0,8934.568359375,0.0
131,technology,1,15571.306640625,31713.63671875
131,technology,2,24812.86328125,17605.107421875
131,Flow,0,-4998.81103515625,-5000.0
132,technology,0,53361.28125,45903.2421875
132,technology,1,145.53863525390625,193.64999389648438
132,technology,2,0.0,0.0
132,Flow,0,-4998.90478515625,5000.0
133,technology,0,48315.64453125,35922.74609375
133,technology,1,13704.9462890625,20139.599609375
133,technology,2,12690.5126953125,18648.75
133,Flow,0,-4999.30322265625,-2918.431396484375
134,technology,0,17329.671875,0.0
134,technology,1,17110.146484375,45393.05859375
134,technology,2,31316.27734375,20363.03515625
134,Flow,0,-4999.1591796875,-5000.0
135,technology,0,30520.49609375,14423.140625
135,technology,1,9323.1298828125,21688.80078125
135,technology,2,14002.0947265625,17733.779296875
135,Flow,0,-4998.9130859375,-5000.0
136,technology,0,21700.87890625,0.0
136,technology,1,6332.92236328125,17339.765625
136,technology,2,5775.91796875,16469.94921875
136,Flow,0,-4998.3359375,-5000.0
137,technology,0,30334.7890625,10664.2861328125
137,technology,1,9680.0107421875,22657.05078125
137,technology,2,4993.08447265625,11686.55078125
137,Flow,0,-4998.68701171875,211.43519592285156
138,technology,0,54708.08203125,47181.92578125
138,technology,1,0.0,0.0
138,technology,2,0.0,0.0
138,Flow,0,-4998.9326171875,5000.0
139,technology,0,63680.65234375,57580.69921875
139,technology,1,10421.15234375,11619.0
139,technology,2,8697.65625,9697.349609375
139,Flow,0,-4999.4140625,5000.0
140,technology,0,39564.24609375,32729.298828125
140,technology,1,0.0,0.0
140,technology,2,0.0,0.0
140,Flow,0,-4998.5244140625,5000.0
141,technology,0,31136.2578125,13519.1591796875
141,technology,1,6453.99951171875,14717.400390625
141,technology,2,7305.85986328125,16659.55078125
141,Flow,0,-4998.68408203125,-4886.896484375
142,technology,0,24815.103515625,5368.54052734375
142,technology,1,10693.6328125,30596.69921875
142,technology,2,18076.30078125,17619.80859375
142,Flow,0,-4998.908203125,-5000.0
143,technology,0,12866.251953125,0.0
143,technology,1,26108.43359375,50794.46484375
143,technology,2,33343.70703125,21523.90234375
143,Flow,0,-4999.2724609375,-5000.0
144,technology,0,50696.68359375,41589.8671875
144,technology,1,0.0,0.0
144,technology,2,0.0,0.0
144,Flow,0,-4998.82958984375,5000.0
145,technology,0,48988.56640625,40265.91015625
145,technology,1,0.0,0.0
145,technology,2,0.0,0.0
145,Flow,0,-4998.787109375,5000.0
146,technology,0,55099.5078125,45966.421875
146,technology,1,0.0,0.0
146,technology,2,0.0,0.0
146,Flow,0,-4998.93701171875,5000.0
147,technology,0,34200.3828125,29224.208984375
147,technology,1,1399.162109375,2904.75
147,technology,2,2874.56591796875,5967.6005859375
147,Flow,0,-4998.49267578125,5000.0
148,technology,0,14127.5986328125,0.0
148,technology,1,9131.9423828125,20062.978515625
148,technology,2,16228.2724609375,19424.833984375
148,Flow,0,-4998.51806640625,-5000.0
149,technology,0,13018.431640625,0.0
149,technology,1,14167.103515625,29182.16796875
149,technology,2,19194.240234375,17197.619140625
149,Flow,0,-4998.72998046875,-5000.0
150,technology,0,41858.80078125,35226.30859375
150,technology,1,0.0,0.0
150,technology,2,0.0,0.0
150,Flow,0,-4998.59521484375,5000.0
151,technology,0,59566.7109375,50772.10546875
151,technology,1,487.3925476074219,580.9500122070312
151,technology,2,1460.2655029296875,1740.550048828125
151,Flow,0,-4999.07275390625,5000.0
152,technology,0,38499.26171875,22768.595703125
152,technology,1,11760.4853515625,21688.80078125
152,technology,2,15505.306640625,21307.662109375
152,Flow,0,-4999.15380859375,-5000.0
153,technology,0,27598.54296875,0.0
153,technology,1,14377.09765625,34955.3046875
153,technology,2,10535.19921875,17555.54296875
153,Flow,0,-4998.88232421875,-5000.0
154,technology,0,17859.484375,0.0
154,technology,1,32100.390625,51908.9765625
154,technology,2,23642.359375,21693.259765625
154,Flow,0,-4999.2900390625,-5000.0
155,technology,0,33052.32421875,22767.3515625
155,technology,1,3966.43798828125,8520.599609375
155,technology,2,1736.2943115234375,3729.75
155,Flow,0,-4998.49658203125,5000.0
156,technology,0,13520.5498046875,0.0
156,technology,1,10952.1826171875,26535.59375
156,technology,2,22870.287109375,20807.431640625
156,Flow,0,-4998.74365234375,-5000.0
157,technology,0,27316.861328125,0.0
157,technology,1,25406.236328125,46628.54296875
157,technology,2,15019.67578125,21114.224609375
157,Flow,0,-4999.19140625,-5000.0
158,technology,0,35764.21484375,4516.50927734375
158,technology,1,21069.66015625,41828.3984375
158,technology,2,10646.2763671875,21135.25
158,Flow,0,-4999.18505859375,-4513.455078125
159,technology,0,53183.91015625,44749.89453125
159,technology,1,0.0,0.0
159,technology,2,0.0,0.0
159,Flow,0,-4998.89306640625,5000.0
160,technology,0,39754.0,31165.134765625
160,technology,1,4662.30224609375,8326.9501953125
160,technology,2,6265.0341796875,11189.25
160,Flow,0,-4998.8291015625,3050.184814453125
161,technology,0,49194.25390625,40605.10546875
161,technology,1,0.0,0.0
161,technology,2,0.0,0.0
161,Flow,0,-4998.79248046875,5000.0
162,technology,0,57281.1953125,49036.30078125
162,technology,1,0.0,0.0
162,technology,2,0.0,0.0
162,Flow,0,-4998.98828125,5000.0
163,technology,0,56685.65625,48579.1796875
163,technology,1,0.0,0.0
163,technology,2,0.0,0.0
163,Flow,0,-4998.9755859375,5000.0
164,technology,0,71000.0,62654.48046875
164,technology,1,193.65000915527344,193.64999389648438
164,technology,2,0.0,0.0
164,Flow,0,-4999.296875,5000.0
165,technology,0,14976.541015625,0.0
165,technology,1,12907.71875,31651.240234375
165,technology,2,21976.357421875,18209.375
165,Flow,0,-4998.8173828125,-5000.0
166,technology,0,71000.0,61174.48046875
166,technology,1,0.0,0.0
166,technology,2,0.0,0.0
166,Flow,0,-4999.27099609375,5000.0
167,technology,0,37023.9921875,28682.890625
167,technology,1,2322.5107421875,4453.9501953125
167,technology,2,518.6488037109375,994.5999755859375
167,Flow,0,-4998.5341796875,5000.0
168,technology,0,18115.2578125,0.0
168,technology,1,20207.98046875,46882.88671875
168,technology,2,28739.080078125,20179.42578125
168,Flow,0,-4999.1826171875,-5000.0
169,technology,0,40418.8828125,19449.689453125
169,technology,1,18630.611328125,32726.849609375
169,technology,2,15287.560546875,22160.517578125
169,Flow,0,-4999.29736328125,-5000.0
170,technology,0,18733.390625,0.0
170,technology,1,21714.904296875,36036.79296875
170,technology,2,15089.4833984375,19500.984375
170,Flow,0,-4998.95068359375,-5000.0
171,technology,0,29333.439453125,5797.8896484375
171,technology,1,17601.1484375,42603.0
171,technology,2,21881.279296875,20414.978515625
171,Flow,0,-4999.21044921875,-5000.0
172,technology,0,19962.884765625,0.0
172,technology,1,26461.515625,46890.20703125
172,technology,2,21393.154296875,20927.34375
172,Flow,0,-4999.1943359375,-5000.0
173,technology,0,21448.232421875,0.0
173,technology,1,20182.05859375,45411.984375
173,technology,2,24412.087890625,20630.40234375
173,Flow,0,-4999.16259765625,-5000.0
174,technology,0,71000.0,67463.7890625
174,technology,1,0.0,0.0
174,technology,2,0.0,0.0
174,Flow,0,-4999.38671875,5000.0
